name,sells_surfboards,gives_lessons,latitude,longitude
Machine 3405,0,0,29.70562656,-94.81172411
Machine 3406,1,1,29.7252503,-96.03234649
Machine 3407,1,0,29.73804631,-95.58165123
Machine 3408,0,1,29.96035053,-94.93790916
Machine 3409,1,0,29.26282148,-94.95265761
Machine 3410,1,1,29.10648561,-95.3927042
Machine 3411,1,0,29.54267687,-96.04811084
Machine 3412,1,0,30.05383431,-94.71496661
Machine 3413,1,1,29.58892412,-94.63318945
Machine 3414,1,0,29.48578106,-95.44406931
Machine 3415,1,1,30.19717151,-94.91618771
Machine 3416,0,0,29.21949305,-95.17783422
Machine 3417,1,0,29.21586569,-95.89064437
Machine 3418,1,0,29.80928462,-96.0487763
Machine 3419,1,1,29.05389235,-95.20987652
Machine 3420,1,1,29.53838282,-94.70830581
Machine 3421,1,0,29.91952282,-94.64668942
Machine 3422,0,1,29.99648172,-96.12835117
Machine 3423,1,0,29.63557417,-95.88659367
Machine 3424,1,0,30.21519903,-95.21767737
Machine 3425,1,1,29.56611739,-95.54978454
Machine 3426,1,1,29.28437974,-95.36325972
Machine 3427,1,1,29.32639032,-95.48257893
Machine 3428,1,1,29.4874626,-95.08964698
Machine 3429,0,0,29.86481895,-95.7997674
Machine 3430,1,0,29.67387824,-95.66919783
Machine 3431,0,0,29.94965833,-95.25276607
Machine 3432,0,1,30.05133374,-96.01725269
Machine 3433,0,1,29.95246227,-95.11191373
Machine 3434,0,1,29.62003844,-96.05948585
Machine 3435,1,1,30.31722469,-95.40013382
Machine 3436,0,1,29.2271968,-95.74418299
Machine 3437,0,1,29.32143991,-95.52317624
Machine 3438,0,1,30.24372924,-95.05670893
Machine 3439,1,1,29.32597895,-95.63302595
Machine 3440,1,0,29.4034955,-94.65849797
Machine 3441,1,1,29.86763168,-95.29236011
Machine 3442,0,1,29.12498965,-95.21496014
Machine 3443,1,0,29.70106143,-94.54370294
Machine 3444,0,1,29.92139438,-95.40248462
Machine 3445,0,1,29.56444678,-94.72920971
Machine 3446,0,1,30.29145282,-94.89625781
Machine 3447,0,1,29.57740316,-94.85713728
Machine 3448,0,0,29.43762746,-95.68064653
Machine 3449,1,0,29.75058738,-96.13263447
Machine 3450,1,0,29.92262127,-94.83121851
Machine 3451,1,0,30.05729226,-95.85000419
Machine 3452,0,1,30.35626281,-95.10530311
Machine 3453,1,0,29.06599122,-95.2197864
Machine 3454,1,0,29.90558326,-95.99395241
Machine 3455,1,0,29.548746,-96.00923241
Machine 3456,1,0,29.42063057,-95.94017288
Machine 3457,1,0,29.81516637,-95.70090862
Machine 3458,0,1,29.20890444,-95.81022942
Machine 3459,1,1,30.29172128,-95.68098179
Machine 3460,0,1,29.88223452,-95.56226343
Machine 3461,0,0,29.61259277,-95.47049481
Machine 3462,0,1,30.06511546,-95.68421197
Machine 3463,1,0,29.92125104,-96.05280571
Machine 3464,0,0,30.19519452,-95.8391304
Machine 3465,1,1,29.85698274,-94.54745205
Machine 3466,1,0,29.71674924,-95.53712305
Machine 3467,0,0,30.1930426,-95.86378121
Machine 3468,1,1,29.51795413,-95.84849843
Machine 3469,0,1,29.52241908,-95.73763149
Machine 3470,1,0,30.01114413,-94.80582758
Machine 3471,0,0,29.22643035,-94.95352024
Machine 3472,1,1,29.91604881,-95.07794593
Machine 3473,1,1,30.06198421,-94.66960561
Machine 3474,0,0,29.7760406,-95.69291016
Machine 3475,0,1,30.165023,-94.92716572
Machine 3476,1,1,29.24253458,-94.82232841
Machine 3477,1,1,29.98490063,-94.88941016
Machine 3478,1,1,29.71170407,-94.63475693
Machine 3479,0,1,29.13708398,-95.71513796
Machine 3480,1,1,29.89638026,-94.6419718
Machine 3481,1,1,29.38680293,-94.9375211
Machine 3482,1,0,29.92078671,-94.68145607
Machine 3483,1,0,29.17625171,-95.01665028
Machine 3484,1,0,29.91821689,-95.63441079
Machine 3485,0,0,29.22324322,-95.69434388
Machine 3486,1,1,30.10501391,-95.92693998
Machine 3487,1,0,29.80713171,-94.94299561
Machine 3488,1,0,30.28247196,-95.64341704
Machine 3489,0,1,29.72499604,-95.18717092
Machine 3490,0,1,30.38862252,-95.62574467
Machine 3491,0,1,29.61098754,-95.6353049
Machine 3492,1,1,30.44553664,-95.43081778
Machine 3493,1,0,29.55570844,-95.83834987
Machine 3494,1,1,29.90990043,-95.48672221
Machine 3495,0,0,29.9275601,-94.57611674
Machine 3496,1,1,29.28844381,-94.83745404
Machine 3497,0,0,29.15039664,-95.03277205
Machine 3498,0,1,30.13356702,-96.07220865
Machine 3499,1,1,29.96037426,-95.02352282
Machine 3500,0,0,30.23406956,-94.98224119
Machine 3501,0,0,29.81909036,-95.26561484
Machine 3502,1,0,29.93788814,-95.24502653
Machine 3503,0,1,29.89823437,-94.55457693
Machine 3504,0,1,29.34506811,-95.33133853
Machine 3505,1,0,30.27102521,-95.31043255
Machine 3506,1,1,30.2538269,-95.38918196
Machine 3507,1,0,30.13838135,-95.56515585
Machine 3508,1,0,29.37907081,-95.5935026
Machine 3509,0,1,30.23241754,-94.99256887
Machine 3510,1,0,29.70004206,-95.96129013
Machine 3511,0,1,30.19424056,-95.40718008
Machine 3512,0,0,30.31082987,-95.66623549
Machine 3513,0,1,30.24071497,-95.68839321
Machine 3514,0,1,30.05815986,-95.90781498
Machine 3515,0,0,29.32074777,-94.85899509
Machine 3516,1,1,30.17897793,-95.85965831
Machine 3517,0,0,29.83944805,-95.64176183
Machine 3518,0,0,29.82979431,-96.1251797
Machine 3519,1,1,29.7825363,-95.03420929
Machine 3520,1,1,29.757157,-95.43334352
Machine 3521,0,1,30.08633478,-94.71239582
Machine 3522,0,1,30.33031899,-95.06894019
Machine 3523,0,0,29.79482965,-95.92069804
Machine 3524,0,0,30.13298255,-95.09373694
Machine 3525,0,1,29.61723621,-95.37888232
Machine 3526,1,1,29.22816299,-94.91050626
Machine 3527,0,0,30.12564557,-95.85021145
Machine 3528,0,1,29.31541574,-95.79285613
Machine 3529,1,0,30.12445176,-95.69102688
Machine 3530,0,1,30.06943253,-95.27188327
Machine 3531,1,0,29.55231735,-95.71235339
Machine 3532,0,1,29.34709493,-95.72603621
Machine 3533,1,0,30.43727607,-95.44822623
Machine 3534,1,0,29.56496322,-94.75770846
Machine 3535,1,1,29.8243985,-95.80061389
Machine 3536,0,1,29.69037502,-94.98784827
Machine 3537,0,1,29.45185094,-96.02989547
Machine 3538,1,0,30.28301149,-95.42039913
Machine 3539,1,1,29.66549581,-95.88614231
Machine 3540,0,1,30.30120676,-95.91503918
Machine 3541,1,1,29.87493493,-94.56136118
Machine 3542,0,0,30.08898447,-95.16042753
Machine 3543,1,1,29.59843077,-95.57247756
Machine 3544,1,0,30.2261526,-95.91343167
Machine 3545,1,1,29.71863646,-95.9330787
Machine 3546,0,0,29.75736226,-95.73847456
Machine 3547,1,1,29.57664044,-95.94075309
Machine 3548,0,0,29.7729171,-94.96729775
Machine 3549,1,0,29.2819605,-94.86439235
Machine 3550,1,1,29.99862781,-95.00917467
Machine 3551,1,1,29.46019756,-95.92132585
Machine 3552,0,1,29.6776449,-95.24442158
Machine 3553,0,1,29.87343435,-95.69974726
Machine 3554,0,0,29.66471358,-94.7368252
Machine 3555,1,1,29.1937439,-95.87759298
Machine 3556,0,1,29.44926848,-94.67962696
Machine 3557,0,0,29.10636724,-95.06168122
Machine 3558,1,0,29.53730413,-94.96360064
Machine 3559,0,1,29.93137939,-94.62126038
Machine 3560,1,0,30.12293509,-95.33498207
Machine 3561,1,1,29.83633605,-96.1578396
Machine 3562,0,1,29.4814644,-95.15366733
Machine 3563,0,1,30.12638594,-95.92214274
Machine 3564,1,0,29.77581491,-94.78630837
Machine 3565,1,1,29.5236328,-95.613053
Machine 3566,0,0,29.75669497,-95.78790135
Machine 3567,0,0,29.39579016,-94.88146861
Machine 3568,0,1,30.05052982,-95.22725649
Machine 3569,0,1,29.83792557,-94.85376667
Machine 3570,1,0,29.86731596,-95.01691756
Machine 3571,1,0,29.56940421,-95.60418965
Machine 3572,1,0,29.18724154,-95.52724468
Machine 3573,1,1,30.41400317,-95.54712871
Machine 3574,0,1,29.89246878,-95.39277528
Machine 3575,0,0,30.25719498,-95.45522387
Machine 3576,1,1,29.48354389,-95.86994173
Machine 3577,1,1,29.64627804,-95.55338373
Machine 3578,0,1,30.30648236,-95.64344331
Machine 3579,0,1,30.42023927,-95.23371818
Machine 3580,1,1,29.46808745,-94.81847106
Machine 3581,1,1,30.05312628,-96.10180372
Machine 3582,0,1,29.64662012,-95.08152981
Machine 3583,0,1,29.85462428,-95.8475219
Machine 3584,1,0,29.57448261,-96.02257814
Machine 3585,1,1,29.56111207,-96.08003724
Machine 3586,0,0,29.13838942,-95.74443271
Machine 3587,1,1,29.66018672,-95.34053646
Machine 3588,0,1,29.48715329,-96.02010491
Machine 3589,0,1,30.17186115,-95.22684522
Machine 3590,0,0,30.12137319,-95.63552129
Machine 3591,1,0,29.24783062,-95.25011985
Machine 3592,0,0,29.81165641,-95.37767848
Machine 3593,0,0,29.35835581,-95.31290753
Machine 3594,1,1,29.54132805,-96.1113091
Machine 3595,1,0,29.72673241,-94.8290316
Machine 3596,1,0,29.83721284,-95.86153824
Machine 3597,0,0,30.33092998,-95.85903723
Machine 3598,1,1,30.08209776,-95.34886258
Machine 3599,1,1,29.85337715,-95.97295905
Machine 3600,1,0,29.30766548,-95.01104097
Machine 3601,0,0,29.10900722,-95.64083162
Machine 3602,1,0,29.40843138,-95.51782668
Machine 3603,0,0,29.22691068,-94.91075337
Machine 3604,0,1,29.91560719,-95.40522814
Machine 3605,0,0,29.83792349,-94.8548593
Machine 3606,1,1,30.3587315,-95.00343972
Machine 3607,0,0,29.61226931,-94.8595698
Machine 3608,0,0,29.37313848,-95.77793642
Machine 3609,1,1,29.95584582,-95.14244614
Machine 3610,0,1,30.29666796,-95.62957486
Machine 3611,1,1,29.33596334,-95.69098963
Machine 3612,0,1,29.10041049,-95.4813645
Machine 3613,1,0,29.78498455,-95.37191868
Machine 3614,1,0,30.01091984,-96.09994881
Machine 3615,0,1,30.02311635,-96.06788488
Machine 3616,0,1,29.37204402,-95.23664337
Machine 3617,0,1,29.85823443,-95.94922339
Machine 3618,1,1,30.17294954,-95.90372079
Machine 3619,0,1,29.96927395,-96.14020382
Machine 3620,0,1,30.2439542,-94.75518403
Machine 3621,0,0,29.72101453,-94.64935602
Machine 3622,1,1,29.2591797,-94.97345243
Machine 3623,0,1,30.25923429,-95.16996822
Machine 3624,1,0,29.73614812,-95.76396363
Machine 3625,0,0,30.05254163,-95.68406621
Machine 3626,1,0,30.3544655,-95.11253575
Machine 3627,1,0,29.92626554,-94.63285739
Machine 3628,0,0,30.09905703,-94.84982997
Machine 3629,1,1,30.32007345,-95.01710638
Machine 3630,0,1,29.44830072,-95.07424577
Machine 3631,1,1,29.99671101,-95.730217
Machine 3632,0,0,29.60422318,-95.8611618
Machine 3633,0,1,29.9293769,-95.46892972
Machine 3634,1,1,29.38192324,-94.95465265
Machine 3635,1,1,30.11356675,-94.82914809
Machine 3636,1,1,30.16237683,-95.2494975
Machine 3637,1,1,29.49908397,-94.7820975
Machine 3638,0,1,30.2490562,-95.05590734
Machine 3639,1,0,29.87936769,-95.84839743
Machine 3640,0,1,29.96332077,-95.08804567
Machine 3641,1,0,29.07310313,-95.48509446
Machine 3642,0,0,30.25558219,-95.1528985
Machine 3643,0,1,29.37118183,-95.89477681
Machine 3644,0,0,29.31582107,-94.81110403
Machine 3645,1,1,30.29515924,-94.8286416
Machine 3646,1,0,29.11189195,-95.49400892
Machine 3647,0,0,30.00445511,-96.04008293
Machine 3648,1,1,29.93527013,-94.90347524
Machine 3649,1,0,30.35109552,-95.12251414
Machine 3650,0,1,30.17071652,-95.38684969
Machine 3651,1,0,29.65174432,-95.67115269
Machine 3652,1,1,30.15231059,-95.91403257
Machine 3653,1,0,29.34071871,-95.13570198
Machine 3654,0,0,29.9071673,-95.49224035
Machine 3655,0,0,29.96851164,-95.00983643
Machine 3656,1,1,29.7729408,-95.75120261
Machine 3657,0,0,30.18059126,-94.99396657
Machine 3658,1,1,30.39151355,-95.75745841
Machine 3659,0,0,29.19418893,-95.80566656
Machine 3660,1,0,29.93702248,-95.06401868
Machine 3661,1,1,30.24172067,-95.18943507
Machine 3662,1,1,29.6096168,-95.02241363
Machine 3663,1,1,29.35362747,-96.0297687
Machine 3664,1,0,29.77259088,-94.63086852
Machine 3665,0,1,29.62560814,-96.05536055
Machine 3666,0,1,30.1858664,-95.16063567
Machine 3667,1,1,30.05182421,-95.78519074
Machine 3668,0,1,29.38675352,-94.89146976
Machine 3669,0,1,30.23764303,-95.1504129
Machine 3670,1,1,29.64323917,-94.75726718
Machine 3671,1,1,29.46628324,-95.8460954
Machine 3672,1,0,29.83872512,-94.8292133
Machine 3673,0,0,29.88117762,-95.79620979
Machine 3674,0,1,29.25476704,-95.83560902
Machine 3675,0,1,29.70924938,-95.83989741
Machine 3676,1,1,29.45863338,-96.07285234
Machine 3677,1,1,30.39456258,-95.06724855
Machine 3678,0,1,29.64688803,-96.1703241
Machine 3679,1,1,29.25261768,-94.98014757
Machine 3680,0,1,29.93626346,-95.80877996
Machine 3681,0,1,30.00641793,-95.79467445
Machine 3682,1,1,29.63458994,-94.92858152
Machine 3683,0,1,29.49353344,-95.11184798
Machine 3684,0,1,30.14696693,-94.83772879
Machine 3685,0,0,29.35245683,-95.27278274
Machine 3686,1,1,29.69470512,-95.19249655
Machine 3687,0,1,29.41421659,-95.79748895
Machine 3688,0,0,29.69833216,-95.74757288
Machine 3689,1,1,29.92950228,-95.21693839
Machine 3690,0,0,29.92325483,-95.6438124
Machine 3691,0,1,29.05810459,-95.38125774
Machine 3692,1,0,29.75387351,-95.72352524
Machine 3693,0,0,30.38483874,-95.41010388
Machine 3694,0,0,29.27323954,-94.90611215
Machine 3695,1,1,30.36749271,-95.65933767
Machine 3696,1,0,29.86404503,-95.93603204
Machine 3697,0,1,29.66336726,-94.86458216
Machine 3698,1,0,29.6951663,-95.6686698
Machine 3699,0,1,29.93251907,-95.75135534
Machine 3700,0,1,29.93005038,-95.64852548
Machine 3701,0,1,29.45316087,-94.71453837
Machine 3702,0,0,29.65586704,-95.45737229
Machine 3703,0,0,29.23523245,-94.84229872
Machine 3704,1,0,30.24573743,-95.70858244
Machine 3705,1,1,29.88987537,-96.04957791
Machine 3706,0,1,29.09775343,-95.31891453
Machine 3707,0,1,29.88201499,-95.34006855
Machine 3708,0,0,29.53221862,-95.00973515
Machine 3709,1,1,29.86631439,-95.50860973
Machine 3710,0,1,29.77402329,-95.24211844
Machine 3711,0,1,29.60392048,-95.09846289
Machine 3712,1,0,29.8276099,-96.17337448
Machine 3713,0,1,29.04794199,-95.46658986
Machine 3714,0,1,30.44853867,-95.19420512
Machine 3715,1,1,29.53836622,-95.79963784
Machine 3716,1,1,29.59691246,-95.25172773
Machine 3717,1,1,30.29738665,-94.95124233
Machine 3718,0,1,29.39513442,-95.5206832
Machine 3719,1,0,30.22909824,-95.94371827
Machine 3720,0,1,29.47124092,-95.02945017
Machine 3721,1,1,29.55510051,-94.98322614
Machine 3722,1,0,29.67826748,-95.16117619
Machine 3723,0,1,30.33154303,-95.05128667
Machine 3724,1,1,30.12967934,-94.6770347
Machine 3725,1,0,30.0904437,-94.90463528
Machine 3726,0,0,29.89485485,-95.02431115
Machine 3727,0,0,30.33861721,-95.45326425
Machine 3728,1,1,29.83816896,-95.90498098
Machine 3729,0,0,30.28904316,-95.88928267
Machine 3730,1,0,30.0599125,-94.73385519
Machine 3731,0,1,29.47072175,-95.40949858
Machine 3732,1,0,29.48279752,-94.65708785
Machine 3733,1,0,29.7657529,-94.93992973
Machine 3734,0,1,29.7315698,-94.93596661
Machine 3735,0,1,29.7042003,-95.48496532
Machine 3736,0,0,30.20033334,-95.78461797
Machine 3737,1,1,30.24374841,-95.63516071
Machine 3738,1,0,30.40114422,-95.63873779
Machine 3739,0,1,30.16670444,-95.32129218
Machine 3740,1,1,29.24534987,-95.57817624
Machine 3741,0,0,30.02888624,-95.04499366
Machine 3742,1,0,30.24680114,-95.11603049
Machine 3743,1,1,29.32970748,-95.97272239
Machine 3744,1,1,29.90469982,-95.9950671
Machine 3745,1,0,30.02021666,-96.13054955
Machine 3746,1,1,30.10569017,-95.37890119
Machine 3747,1,0,29.80930424,-94.54757322
Machine 3748,0,1,29.67300055,-95.5832389
Machine 3749,1,0,29.29459166,-95.17263389
Machine 3750,1,0,29.98196554,-95.45025267
Machine 3751,0,1,29.57252961,-94.75155754
Machine 3752,0,0,30.11138219,-95.02097262
Machine 3753,1,1,30.19792059,-94.70852662
Machine 3754,0,1,29.26777921,-94.77550544
Machine 3755,1,0,29.80519486,-95.86040832
Machine 3756,0,1,30.37553298,-95.29191444
Machine 3757,0,0,29.36391631,-95.89097841
Machine 3758,1,0,30.18940032,-95.03340886
Machine 3759,1,1,30.47147841,-95.35224995
Machine 3760,0,0,29.09450848,-95.15596249
Machine 3761,1,1,29.8124895,-94.76453755
Machine 3762,0,0,29.17916677,-94.93862846
Machine 3763,0,1,30.16478754,-95.15750768
Machine 3764,0,0,29.58600953,-96.05453556
Machine 3765,0,1,29.57194266,-95.90558909
Machine 3766,0,1,29.83707221,-95.68707104
Machine 3767,0,0,29.05613612,-95.39589239
Machine 3768,1,0,29.59456791,-96.0944355
Machine 3769,1,1,29.88136367,-94.75519009
Machine 3770,1,1,29.06070204,-95.439186
Machine 3771,0,0,29.91230278,-94.91323932
Machine 3772,0,0,30.0614547,-95.91027405
Machine 3773,0,1,30.0958906,-94.79122014
Machine 3774,1,0,30.06225919,-96.10014945
Machine 3775,0,1,29.82550482,-95.81999658
Machine 3776,1,0,29.71535528,-95.93880634
Machine 3777,0,0,29.99324163,-95.69973858
Machine 3778,1,1,30.0102877,-95.74093665
Machine 3779,0,1,29.96393189,-94.80921537
Machine 3780,1,0,30.01404997,-95.97803593
Machine 3781,0,0,30.38765072,-95.54175415
Machine 3782,1,1,29.21823291,-94.83550195
Machine 3783,1,1,30.36920003,-95.45546861
Machine 3784,1,1,29.89089272,-96.10407639
Machine 3785,0,0,29.3544096,-94.71630729
Machine 3786,0,1,29.73452193,-94.89356182
Machine 3787,1,0,29.79485232,-95.23265789
Machine 3788,0,0,30.07989565,-95.15472415
Machine 3789,0,0,29.854492,-96.156372
Machine 3790,1,0,29.7241548,-94.75618241
Machine 3791,0,1,29.57141797,-95.21991776
Machine 3792,1,0,30.13356832,-95.68548176
Machine 3793,1,0,29.78960515,-96.12424777
Machine 3794,0,0,29.44027348,-94.68458319
Machine 3795,0,1,29.05053373,-95.39444234
Machine 3796,1,1,29.13563963,-95.42089965
Machine 3797,1,1,29.53590354,-95.36488913
Machine 3798,1,0,29.43251345,-96.0063824
Machine 3799,0,0,30.17466003,-94.80265826
Machine 3800,1,1,30.20803869,-95.17628528
Machine 3801,0,1,29.63351362,-95.57090321
Machine 3802,0,1,30.14446517,-95.89381261
Machine 3803,0,0,29.59571051,-94.94416085
Machine 3804,1,1,29.5503709,-95.77359439
Machine 3805,1,0,29.9151986,-95.24655948
Machine 3806,1,0,29.64758444,-94.58505041
Machine 3807,0,0,29.51930127,-95.73948037
Machine 3808,1,0,29.59452923,-95.4992602
Machine 3809,1,1,29.44787647,-94.70876964
Machine 3810,0,0,29.56319418,-95.87803313
Machine 3811,0,1,30.45116415,-95.3584405
Machine 3812,0,0,29.33027147,-95.93958489
Machine 3813,0,1,29.12571106,-95.41441972
Machine 3814,1,1,29.08490436,-95.623935
Machine 3815,0,0,29.97132431,-95.49230539
Machine 3816,1,1,30.18348807,-95.01462533
Machine 3817,0,1,29.38881577,-95.20066625
Machine 3818,0,0,29.31703943,-95.72681063
Machine 3819,1,1,29.2250875,-95.64280616
Machine 3820,0,0,30.13279472,-95.94334025
Machine 3821,1,1,29.16603936,-94.97655541
Machine 3822,1,1,30.26144992,-95.25720542
Machine 3823,0,0,29.47965669,-95.60249614
Machine 3824,1,1,29.58888217,-95.99642614
Machine 3825,0,0,29.47852065,-96.05413784
Machine 3826,1,0,29.84709446,-96.14930016
Machine 3827,0,0,29.27695933,-95.40262419
Machine 3828,0,0,29.40182135,-95.95523248
Machine 3829,0,0,30.38461447,-95.39714252
Machine 3830,1,0,29.86706072,-96.12146697
Machine 3831,0,1,30.06496799,-95.18175703
Machine 3832,1,1,30.45182735,-95.56661931
Machine 3833,0,0,29.94583575,-95.55427803
Machine 3834,1,0,30.16390254,-94.84105663
Machine 3835,1,1,29.08571206,-95.25598009
Machine 3836,0,0,30.01166281,-96.0713776
Machine 3837,1,1,30.07799947,-95.55586398
Machine 3838,1,0,29.04330469,-95.42348154
Machine 3839,0,0,29.81502317,-95.83543329
Machine 3840,0,1,29.91692522,-95.20008652
Machine 3841,0,1,29.94386615,-95.05419078
Machine 3842,0,0,29.87861516,-96.02294864
Machine 3843,0,0,29.61950847,-95.11371641
Machine 3844,1,0,29.85926611,-95.12768992
Machine 3845,1,0,30.04540561,-95.49295328
Machine 3846,1,0,29.14569022,-95.10652274
Machine 3847,1,1,29.37971303,-94.85904418
Machine 3848,1,1,29.40152987,-95.17351597
Machine 3849,1,1,29.31312925,-95.36454403
Machine 3850,1,0,29.89998914,-95.0614135
Machine 3851,0,0,29.74368942,-94.89395429
Machine 3852,1,0,29.68642795,-95.89732432
Machine 3853,0,1,29.54017597,-95.05500989
Machine 3854,1,0,29.29984795,-95.72336969
Machine 3855,1,1,30.26946148,-95.94903386
Machine 3856,1,1,29.79996985,-94.78895212
Machine 3857,1,0,29.23297243,-95.20491784
Machine 3858,0,0,30.356494,-95.48286698
Machine 3859,0,0,29.54273914,-94.94577563
Machine 3860,1,0,29.84508547,-95.49567799
Machine 3861,1,0,30.38586531,-95.27356831
Machine 3862,1,1,29.88814297,-96.17669678
Machine 3863,0,1,30.45135445,-95.32877452
Machine 3864,0,0,29.48902499,-95.71260824
Machine 3865,0,1,29.90443747,-95.14624558
Machine 3866,0,0,29.6564841,-94.76374193
Machine 3867,0,1,29.99170514,-94.96754618
Machine 3868,1,1,30.10875744,-94.75143333
Machine 3869,0,0,29.99266147,-94.73908023
Machine 3870,1,0,29.68241706,-95.67958168
Machine 3871,0,1,29.81170723,-95.04923153
Machine 3872,1,0,29.09766222,-95.48008615
Machine 3873,0,0,29.53163295,-95.33215499
Machine 3874,0,0,30.15993228,-96.02578188
Machine 3875,1,0,30.19480266,-95.203559
Machine 3876,1,1,30.22237449,-94.82812941
Machine 3877,1,0,30.16073841,-96.06241148
Machine 3878,0,0,29.84473844,-95.31969643
Machine 3879,0,0,29.303891,-95.57470018
Machine 3880,0,1,29.92283329,-94.70639232
Machine 3881,1,1,29.95466614,-95.13063132
Machine 3882,1,0,29.87634788,-95.69722863
Machine 3883,1,1,30.41276753,-95.22171279
Machine 3884,1,1,29.59363507,-95.09847109
Machine 3885,1,1,29.58859393,-94.85093328
Machine 3886,1,0,29.90947738,-95.46943409
Machine 3887,1,0,29.5537225,-95.25097983
Machine 3888,1,1,29.29645376,-95.73794637
Machine 3889,0,1,29.43580603,-94.86507925
Machine 3890,0,1,30.16115605,-95.72197808
Machine 3891,0,1,29.0874589,-95.54749199
Machine 3892,1,0,29.79202128,-95.08964509
Machine 3893,1,0,29.53977557,-95.16887304
Machine 3894,1,1,30.18962132,-95.00121133
Machine 3895,1,0,29.5888818,-94.95287682
Machine 3896,1,0,29.78925171,-95.34634624
Machine 3897,1,1,29.68647381,-94.68826448
Machine 3898,1,0,29.61376329,-95.37551593
Machine 3899,0,0,30.07987685,-95.21999392
Machine 3900,0,0,29.36449318,-95.44552068
Machine 3901,0,0,30.38063828,-95.06031643
Machine 3902,1,0,29.49722814,-95.96503955
Machine 3903,1,1,29.93757027,-94.85240202
Machine 3904,1,1,29.62409526,-95.92723747
Machine 3905,1,1,30.07976989,-96.0919313
Machine 3906,1,1,29.43341707,-94.90918451
Machine 3907,0,0,30.0672253,-95.08219982
Machine 3908,0,0,29.99474967,-95.84526107
Machine 3909,1,0,30.04379783,-94.8876754
Machine 3910,1,1,29.79246055,-96.08295447
Machine 3911,0,1,29.71377987,-95.67032552
Machine 3912,0,1,29.7299387,-95.80373002
Machine 3913,1,0,29.09175592,-95.62380479
Machine 3914,0,1,30.19568341,-95.21443254
Machine 3915,0,0,29.05143123,-95.45580074
Machine 3916,1,1,29.66376294,-94.68273412
Machine 3917,1,1,29.11793701,-95.50244605
Machine 3918,0,1,29.79104478,-95.39870868
Machine 3919,0,0,29.62800947,-95.89573542
Machine 3920,1,1,29.38221243,-95.87838647
Machine 3921,0,1,29.87595869,-95.50983332
Machine 3922,1,1,30.02452216,-95.0318497
Machine 3923,1,0,29.80672939,-94.58376849
Machine 3924,0,0,30.29519177,-95.03632998
Machine 3925,1,1,29.77062626,-95.03276311
Machine 3926,0,0,29.94305298,-95.37752071
Machine 3927,1,1,30.0659469,-95.4910424
Machine 3928,1,1,29.75774163,-95.01790488
Machine 3929,0,1,29.3003318,-94.83249899
Machine 3930,0,0,29.40988738,-95.1063679
Machine 3931,0,1,30.38525834,-95.12487305
Machine 3932,0,0,29.93521378,-94.67861208
Machine 3933,1,1,29.92582228,-95.03147683
Machine 3934,1,0,29.43725169,-95.9015636
Machine 3935,1,0,29.46719084,-95.87774643
Machine 3936,0,0,30.28391593,-95.05513447
Machine 3937,0,0,29.90165551,-96.10694657
Machine 3938,0,0,29.88375156,-94.8564348
Machine 3939,0,0,29.84381113,-95.59436028
Machine 3940,0,0,29.47750317,-95.80568128
Machine 3941,1,0,29.11490568,-95.65842023
Machine 3942,0,0,30.25567851,-94.76171732
Machine 3943,0,0,29.51010279,-95.32295671
Machine 3944,1,1,30.09520395,-95.19697824
Machine 3945,0,1,29.46345946,-95.93078084
Machine 3946,1,1,29.67353305,-94.63241354
Machine 3947,1,0,29.10260857,-95.69266756
Machine 3948,0,1,29.82030387,-95.96259902
Machine 3949,1,1,29.63531004,-95.72474315
Machine 3950,1,0,29.10620892,-95.2147707
Machine 3951,1,0,29.05022016,-95.33497467
Machine 3952,0,1,29.4658045,-96.1200272
Machine 3953,1,0,29.36610155,-94.814076
Machine 3954,0,1,29.34653122,-96.01200959
Machine 3955,1,1,30.1016894,-94.92324909
Machine 3956,1,0,29.72634043,-95.94782768
Machine 3957,0,0,29.50320837,-95.07595774
Machine 3958,0,0,29.41378882,-95.71198149
Machine 3959,1,1,29.65699499,-94.69134267
Machine 3960,0,0,30.44043238,-95.51914622
Machine 3961,1,0,30.12628599,-94.78098129
Machine 3962,0,1,29.54589147,-94.78938349
Machine 3963,1,0,29.39854278,-95.59262812
Machine 3964,0,0,30.13335924,-96.04511732
Machine 3965,1,1,29.49240658,-95.43346554
Machine 3966,1,1,30.46801844,-95.40932535
Machine 3967,1,1,29.40782341,-95.00250796
Machine 3968,1,0,29.12936273,-95.74080746
Machine 3969,0,1,30.19227415,-95.11985579
Machine 3970,1,0,30.08741963,-94.93877666
Machine 3971,0,0,30.08005588,-95.27628582
Machine 3972,1,1,29.66665161,-95.45266234
Machine 3973,0,1,29.39587629,-95.55704176
Machine 3974,0,0,30.4169333,-95.1202394
Machine 3975,1,1,29.61170159,-95.55985988
Machine 3976,0,1,29.70053062,-94.82486276
Machine 3977,1,0,29.60613362,-94.66672207
Machine 3978,0,1,30.15026656,-95.82296609
Machine 3979,1,0,30.23594066,-94.98704897
Machine 3980,0,1,30.01732247,-95.44400222
Machine 3981,1,0,29.81327254,-94.70691618
Machine 3982,1,1,29.25678353,-95.62259541
Machine 3983,1,0,29.61571871,-95.09470568
Machine 3984,1,1,29.64857165,-95.54201048
Machine 3985,0,1,29.96661138,-95.25367484
Machine 3986,0,0,29.8056135,-95.38618301
